"Site4","Date","Source","Max Temp","Min Temp","Avg Temp","HDDs","CDDs","Precipitation Water Equiv","Snowfall","Snow/Ice Depth"
"KLAX",4/3/1991 0:00:00,"NCDC-EstDew-EstWind",65,51,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",4/4/1991 0:00:00,"NCDC-EstDew-EstWind",78,53,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",4/5/1991 0:00:00,"NCDC-EstDew-EstWind",77,56,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",4/6/1991 0:00:00,"NCDC-EstDew-EstWind",68,53,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",4/7/1991 0:00:00,"NCDC-EstDew-EstWind",64,55,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",4/8/1991 0:00:00,"NCDC-EstDew-EstWind",68,54,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",4/9/1991 0:00:00,"NCDC-EstDew-EstWind",76,55,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",4/10/1991 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",4/11/1991 0:00:00,"NCDC-EstDew-EstWind",70,56,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",4/12/1991 0:00:00,"NCDC-EstDew-EstWind",68,53,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",4/13/1991 0:00:00,"NCDC-EstDew-EstWind",63,50,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",4/14/1991 0:00:00,"NCDC-EstDew-EstWind",65,51,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",4/15/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",4/16/1991 0:00:00,"NCDC-EstDew-EstWind",61,53,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",4/17/1991 0:00:00,"NCDC-EstDew-EstWind",62,52,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",4/18/1991 0:00:00,"NCDC-EstDew-EstWind",63,51,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",4/19/1991 0:00:00,"NCDC-EstDew-EstWind",63,52,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",4/20/1991 0:00:00,"NCDC-EstDew-EstWind",62,54,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",4/21/1991 0:00:00,"NCDC-EstDew-EstWind",64,54,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",4/22/1991 0:00:00,"NCDC-EstDew-EstWind",63,55,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",4/23/1991 0:00:00,"NCDC-EstDew-EstWind",67,56,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",4/24/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",4/25/1991 0:00:00,"NCDC-EstDew-EstWind",65,56,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",4/26/1991 0:00:00,"NCDC-EstDew-EstWind",66,52,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",4/27/1991 0:00:00,"NCDC-EstDew-EstWind",82,53,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",4/28/1991 0:00:00,"NCDC-EstDew-EstWind",82,58,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",4/29/1991 0:00:00,"NCDC-EstDew-EstWind",80,57,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",4/30/1991 0:00:00,"NCDC-EstDew-EstWind",72,54,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",5/1/1991 0:00:00,"NCDC-EstDew-EstWind",64,53,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",5/2/1991 0:00:00,"NCDC-EstDew-EstWind",60,49,54.50,10.50,0.00,0.00,0.00,0.00
"KLAX",5/3/1991 0:00:00,"NCDC-EstDew-EstWind",63,51,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",5/4/1991 0:00:00,"NCDC-EstDew-EstWind",67,52,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/5/1991 0:00:00,"NCDC-EstDew-EstWind",86,56,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",5/6/1991 0:00:00,"NCDC-EstDew-EstWind",74,57,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",5/7/1991 0:00:00,"NCDC-EstDew-EstWind",75,58,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",5/8/1991 0:00:00,"NCDC-EstDew-EstWind",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",5/9/1991 0:00:00,"NCDC-EstDew-EstWind",68,55,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",5/10/1991 0:00:00,"NCDC-EstDew-EstWind",66,53,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/11/1991 0:00:00,"NCDC-EstDew-EstWind",67,52,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/12/1991 0:00:00,"NCDC-EstDew-EstWind",65,52,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",5/13/1991 0:00:00,"NCDC-EstDew-EstWind",66,54,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",5/14/1991 0:00:00,"NCDC-EstDew-EstWind",67,54,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",5/15/1991 0:00:00,"NCDC-EstDew-EstWind",70,54,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",5/16/1991 0:00:00,"NCDC-EstDew-EstWind",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",5/17/1991 0:00:00,"NCDC-EstDew-EstWind",68,54,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",5/18/1991 0:00:00,"NCDC-EstDew-EstWind",63,50,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",5/19/1991 0:00:00,"NCDC-EstDew-EstWind",64,49,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",5/20/1991 0:00:00,"NCDC-EstDew-EstWind",63,51,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",5/21/1991 0:00:00,"NCDC-EstDew-EstWind",62,55,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",5/22/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/23/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/24/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/25/1991 0:00:00,"NCDC-EstDew-EstWind",63,55,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",5/26/1991 0:00:00,"NCDC-EstDew-EstWind",66,56,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",5/27/1991 0:00:00,"NCDC-EstDew-EstWind",65,55,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",5/28/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/29/1991 0:00:00,"NCDC-EstDew-EstWind",65,55,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",5/30/1991 0:00:00,"NCDC-EstDew-EstWind",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",5/31/1991 0:00:00,"NCDC-EstDew-EstWind",67,51,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",6/1/1991 0:00:00,"NCDC-EstDew-EstWind",69,57,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",6/2/1991 0:00:00,"NCDC-EstDew-EstWind",66,55,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",6/3/1991 0:00:00,"NCDC-EstDew-EstWind",65,55,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",6/4/1991 0:00:00,"NCDC-EstDew-EstWind",66,56,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",6/5/1991 0:00:00,"NCDC-EstDew-EstWind",67,57,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",6/6/1991 0:00:00,"NCDC-EstDew-EstWind",65,56,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",6/7/1991 0:00:00,"NCDC-EstDew-EstWind",67,55,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",6/8/1991 0:00:00,"NCDC-EstDew-EstWind",65,56,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",6/9/1991 0:00:00,"NCDC-EstDew-EstWind",68,58,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",6/10/1991 0:00:00,"NCDC-EstDew-EstWind",65,58,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",6/11/1991 0:00:00,"NCDC-EstDew-EstWind",68,59,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",6/12/1991 0:00:00,"NCDC-EstDew-EstWind",68,60,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",6/13/1991 0:00:00,"NCDC-EstDew-EstWind",69,61,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",6/14/1991 0:00:00,"NCDC-EstDew-EstWind",69,59,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",6/15/1991 0:00:00,"NCDC-EstDew-EstWind",71,59,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",6/16/1991 0:00:00,"NCDC-EstDew-EstWind",68,58,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",6/17/1991 0:00:00,"NCDC-EstDew-EstWind",70,59,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",6/18/1991 0:00:00,"NCDC-EstDew-EstWind",70,62,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/19/1991 0:00:00,"NCDC-EstDew-EstWind",69,60,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",6/20/1991 0:00:00,"NCDC-EstDew-EstWind",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/21/1991 0:00:00,"NCDC-EstDew-EstWind",72,58,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",6/22/1991 0:00:00,"NCDC-EstDew-EstWind",77,59,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",6/23/1991 0:00:00,"NCDC-EstDew-EstWind",70,59,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",6/24/1991 0:00:00,"NCDC-EstDew-EstWind",69,59,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",6/25/1991 0:00:00,"NCDC-EstDew-EstWind",71,58,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",6/26/1991 0:00:00,"NCDC-EstDew-EstWind",75,59,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",6/27/1991 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/28/1991 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/29/1991 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/30/1991 0:00:00,"NCDC-EstDew-EstWind",74,61,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",7/1/1991 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/2/1991 0:00:00,"NCDC-EstDew-EstWind",72,59,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",7/3/1991 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/4/1991 0:00:00,"NCDC-EstDew-EstWind",73,60,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",7/5/1991 0:00:00,"NCDC-EstDew-EstWind",73,62,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",7/6/1991 0:00:00,"NCDC-EstDew-EstWind",76,63,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",7/7/1991 0:00:00,"NCDC-EstDew-EstWind",75,64,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",7/8/1991 0:00:00,"NCDC-EstDew-EstWind",73,63,68.00,0.00,3.00,0.10,0.00,0.00
"KLAX",7/9/1991 0:00:00,"NCDC-EstDew-EstWind",76,61,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",7/10/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",7/11/1991 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",7/12/1991 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/13/1991 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/14/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",7/15/1991 0:00:00,"NCDC-EstDew-EstWind",73,63,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",7/16/1991 0:00:00,"NCDC-EstDew-EstWind",73,63,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",7/17/1991 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",7/18/1991 0:00:00,"NCDC-EstDew-EstWind",71,64,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",7/19/1991 0:00:00,"NCDC-EstDew-EstWind",69,62,65.50,0.00,0.50,0.05,0.00,0.00
"KLAX",7/20/1991 0:00:00,"NCDC-EstDew-EstWind",72,61,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",7/21/1991 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",7/22/1991 0:00:00,"NCDC-EstDew-EstWind",70,62,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",7/23/1991 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",7/24/1991 0:00:00,"NCDC-EstDew-EstWind",72,64,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",7/25/1991 0:00:00,"NCDC-EstDew-EstWind",73,64,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",7/26/1991 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",7/27/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",7/28/1991 0:00:00,"NCDC-EstDew-EstWind",70,61,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",7/29/1991 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",7/30/1991 0:00:00,"NCDC-EstDew-EstWind",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",7/31/1991 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.02,0.00,0.00
"KLAX",8/1/1991 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",8/2/1991 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",8/3/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",8/4/1991 0:00:00,"NCDC-EstDew-EstWind",72,61,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",8/5/1991 0:00:00,"NCDC-EstDew-EstWind",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",8/6/1991 0:00:00,"NCDC-EstDew-EstWind",73,62,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",8/7/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",8/8/1991 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",8/9/1991 0:00:00,"NCDC-EstDew-EstWind",74,63,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",8/10/1991 0:00:00,"NCDC-EstDew-EstWind",77,63,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",8/11/1991 0:00:00,"NCDC-EstDew-EstWind",79,65,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/12/1991 0:00:00,"NCDC-EstDew-EstWind",94,67,80.50,0.00,15.50,0.00,0.00,0.00
"KLAX",8/13/1991 0:00:00,"NCDC-EstDew-EstWind",84,69,76.50,0.00,11.50,0.00,0.00,0.00
"KLAX",8/14/1991 0:00:00,"NCDC-EstDew-EstWind",73,65,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",8/15/1991 0:00:00,"NCDC-EstDew-EstWind",75,64,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",8/16/1991 0:00:00,"NCDC-EstDew-EstWind",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",8/17/1991 0:00:00,"NCDC-EstDew-EstWind",72,64,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",8/18/1991 0:00:00,"NCDC-EstDew-EstWind",73,64,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",8/19/1991 0:00:00,"NCDC-EstDew-EstWind",73,64,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",8/20/1991 0:00:00,"NCDC-EstDew-EstWind",73,64,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",8/21/1991 0:00:00,"NCDC-EstDew-EstWind",75,63,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",8/22/1991 0:00:00,"NCDC-EstDew-EstWind",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",8/23/1991 0:00:00,"NCDC-EstDew-EstWind",74,65,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",8/24/1991 0:00:00,"NCDC-EstDew-EstWind",78,64,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/25/1991 0:00:00,"NCDC-EstDew-EstWind",76,64,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",8/26/1991 0:00:00,"NCDC-EstDew-EstWind",73,63,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",8/27/1991 0:00:00,"NCDC-EstDew-EstWind",73,62,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",8/28/1991 0:00:00,"NCDC-EstDew-EstWind",76,60,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",8/29/1991 0:00:00,"NCDC-EstDew-EstWind",73,61,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",8/30/1991 0:00:00,"NCDC-EstDew-EstWind",73,60,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",8/31/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/1/1991 0:00:00,"NCDC-EstDew-EstWind",79,62,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",9/2/1991 0:00:00,"NCDC-EstDew-EstWind",75,64,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",9/3/1991 0:00:00,"NCDC-EstDew-EstWind",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/4/1991 0:00:00,"NCDC-EstDew-EstWind",74,63,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",9/5/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/6/1991 0:00:00,"NCDC-EstDew-EstWind",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/7/1991 0:00:00,"NCDC-EstDew-EstWind",68,63,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",9/8/1991 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",9/9/1991 0:00:00,"NCDC-EstDew-EstWind",70,63,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",9/10/1991 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",9/11/1991 0:00:00,"NCDC-EstDew-EstWind",70,59,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/12/1991 0:00:00,"NCDC-EstDew-EstWind",69,60,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/13/1991 0:00:00,"NCDC-EstDew-EstWind",68,63,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",9/14/1991 0:00:00,"NCDC-EstDew-EstWind",67,62,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/15/1991 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",9/16/1991 0:00:00,"NCDC-EstDew-EstWind",68,61,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/17/1991 0:00:00,"NCDC-EstDew-EstWind",69,60,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/18/1991 0:00:00,"NCDC-EstDew-EstWind",78,62,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",9/19/1991 0:00:00,"NCDC-EstDew-EstWind",75,61,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",9/20/1991 0:00:00,"NCDC-EstDew-EstWind",73,61,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/21/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/22/1991 0:00:00,"NCDC-EstDew-EstWind",80,63,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",9/23/1991 0:00:00,"NCDC-EstDew-EstWind",84,66,75.00,0.00,10.00,0.00,0.00,0.00
"KLAX",9/24/1991 0:00:00,"NCDC-EstDew-EstWind",82,66,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",9/25/1991 0:00:00,"NCDC-EstDew-EstWind",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/26/1991 0:00:00,"NCDC-EstDew-EstWind",73,62,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",9/27/1991 0:00:00,"NCDC-EstDew-EstWind",80,65,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",9/28/1991 0:00:00,"NCDC-EstDew-EstWind",75,63,69.00,0.00,4.00,0.09,0.00,0.00
"KLAX",9/29/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",9/30/1991 0:00:00,"NCDC-EstDew-EstWind",74,61,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",10/1/1991 0:00:00,"NCDC-EstDew-EstWind",88,65,76.50,0.00,11.50,0.00,0.00,0.00
"KLAX",10/2/1991 0:00:00,"NCDC-EstDew-EstWind",87,66,76.50,0.00,11.50,0.00,0.00,0.00
"KLAX",10/3/1991 0:00:00,"NCDC-EstDew-EstWind",77,63,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",10/4/1991 0:00:00,"NCDC-EstDew-EstWind",73,63,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",10/5/1991 0:00:00,"NCDC-EstDew-EstWind",69,63,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",10/6/1991 0:00:00,"NCDC-EstDew-EstWind",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",10/7/1991 0:00:00,"NCDC-EstDew-EstWind",69,61,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",10/8/1991 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",10/9/1991 0:00:00,"NCDC-EstDew-EstWind",76,59,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",10/10/1991 0:00:00,"NCDC-EstDew-EstWind",95,65,80.00,0.00,15.00,0.00,0.00,0.00
"KLAX",10/11/1991 0:00:00,"NCDC-EstDew-EstWind",91,64,77.50,0.00,12.50,0.00,0.00,0.00
"KLAX",10/12/1991 0:00:00,"NCDC-EstDew-EstWind",83,65,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",10/13/1991 0:00:00,"NCDC-EstDew-EstWind",80,61,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",10/14/1991 0:00:00,"NCDC-EstDew-EstWind",67,60,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",10/15/1991 0:00:00,"NCDC-EstDew-EstWind",70,60,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",10/16/1991 0:00:00,"NCDC-EstDew-EstWind",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",10/17/1991 0:00:00,"NCDC-EstDew-EstWind",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",10/18/1991 0:00:00,"NCDC-EstDew-EstWind",75,59,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",10/19/1991 0:00:00,"NCDC-EstDew-EstWind",82,60,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",10/20/1991 0:00:00,"NCDC-EstDew-EstWind",76,61,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",10/21/1991 0:00:00,"NCDC-EstDew-EstWind",74,65,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",10/22/1991 0:00:00,"NCDC-EstDew-EstWind",70,66,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",10/23/1991 0:00:00,"NCDC-EstDew-EstWind",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",10/24/1991 0:00:00,"NCDC-EstDew-EstWind",69,57,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",10/25/1991 0:00:00,"NCDC-EstDew-EstWind",69,56,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/26/1991 0:00:00,"NCDC-EstDew-EstWind",66,57,61.50,3.50,0.00,0.06,0.00,0.00
"KLAX",10/27/1991 0:00:00,"NCDC-EstDew-EstWind",69,54,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",10/28/1991 0:00:00,"NCDC-EstDew-EstWind",70,54,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",10/29/1991 0:00:00,"NCDC-EstDew-EstWind",68,51,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",10/30/1991 0:00:00,"NCDC-EstDew-EstWind",69,51,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",10/31/1991 0:00:00,"NCDC-EstDew-EstWind",71,48,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",11/1/1991 0:00:00,"NCDC-EstDew-EstWind",75,50,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",11/2/1991 0:00:00,"NCDC-EstDew-EstWind",72,51,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/3/1991 0:00:00,"NCDC-EstDew-EstWind",78,52,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",11/4/1991 0:00:00,"NCDC-EstDew-EstWind",85,56,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",11/5/1991 0:00:00,"NCDC-EstDew-EstWind",84,58,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",11/6/1991 0:00:00,"NCDC-EstDew-EstWind",84,57,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",11/7/1991 0:00:00,"NCDC-EstDew-EstWind",66,57,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/8/1991 0:00:00,"NCDC-EstDew-EstWind",71,59,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",11/9/1991 0:00:00,"NCDC-EstDew-EstWind",67,59,63.00,2.00,0.00,0.00,0.00,0.00
